nombre_repo,url_repo,estrellas,ruta_coincidente,rutas_coincidentes,coincidencias,origen
X-Sharp/XSharpPublic,https://api.github.com/repos/X-Sharp/XSharpPublic,138.0,src/Roslyn/docs/analyzers/Report Analyzer Format.md,src/Roslyn/docs/analyzers/Report Analyzer Format.md,1,gh search code
xcalar/xcalar-idl,https://api.github.com/repos/xcalar/xcalar-idl,,3rd/jquery.caret-master/libs/qunit/pavlov.js,3rd/jquery.caret-master/libs/qunit/pavlov.js,1,gh search code
xingxerx/Qallow,https://api.github.com/repos/xingxerx/Qallow,1.0,.specify/docs/COMMIT_MESSAGE_TEMPLATE.md,.specify/docs/COMMIT_MESSAGE_TEMPLATE.md,1,gh search code
xlsynth/topstitch,https://api.github.com/repos/xlsynth/topstitch,4.0,src/port/connect.rs,src/port/connect.rs,1,gh search code
xuejianjun/ESB481,https://api.github.com/repos/xuejianjun/ESB481,6.0,tools/org.wso2.carbon.modules.wsdl2code.ui/4.2.0/src/main/java/org/wso2/carbon/wsdl2code/ui/client/codegen-options.xml,tools/org.wso2.carbon.modules.wsdl2code.ui/4.2.0/src/main/java/org/wso2/carbon/wsdl2code/ui/client/codegen-options.xml; tools/org.wso2.carbon.modules.wsdl2code.ui/4.2.0/target/classes/org/wso2/carbon/wsdl2code/ui/client/codegen-options.xml,2,gh search code
yaboyshades/super-alita,https://api.github.com/repos/yaboyshades/super-alita,,.specify/scripts/check-task-prerequisites.sh,.specify/scripts/check-task-prerequisites.sh,1,gh search code
YFGaia/dify-plus,https://api.github.com/repos/YFGaia/dify-plus,2087.0,web/i18n/it-IT/plugin.json,web/i18n/it-IT/plugin.json,1,gh search code
yokharian/AIBoilerplate,https://api.github.com/repos/yokharian/AIBoilerplate,32.0,.amp.md,.amp.md; .auggie.md; .jules,3,gh search code
yunaamelia/Zulu-pilot,https://api.github.com/repos/yunaamelia/Zulu-pilot,,fix.md,fix.md; .npmignore,2,gh search code
YutakaAoki/KeyTool,https://api.github.com/repos/YutakaAoki/KeyTool,14.0,src/sun/security/util/Resources_sv.java,src/sun/security/util/Resources_sv.java,1,gh search code
zach-morris/same_cdi,https://api.github.com/repos/zach-morris/same_cdi,5.0,src/emu/diimage.cpp,src/emu/diimage.cpp,1,gh search code
zach-morris/same_fmtowns,https://api.github.com/repos/zach-morris/same_fmtowns,3.0,src/emu/diimage.cpp,src/emu/diimage.cpp,1,gh search code
ZacheryKuykendall/promptup,https://api.github.com/repos/ZacheryKuykendall/promptup,,src/templates/spec-kit/readme.md.hbs,src/templates/spec-kit/readme.md.hbs; src/templates/spec-kit/constitution.md.hbs,2,gh search code
zainkhan1726/physical-ai-humanoid-robotics-textbook,https://api.github.com/repos/zainkhan1726/physical-ai-humanoid-robotics-textbook,,CLAUDE.md,CLAUDE.md,1,gh search code
zhongyang219/TrafficMonitor,https://api.github.com/repos/zhongyang219/TrafficMonitor,43581.0,TrafficMonitor/TrafficMonitor.cpp,TrafficMonitor/TrafficMonitor.cpp; TrafficMonitor/SkinManager.cpp,2,gh search code
zowe/zowe-cli,https://api.github.com/repos/zowe/zowe-cli,127.0,packages/cli/src/zosfiles/create/ussFile/ussFile.definition.ts,packages/cli/src/zosfiles/create/ussFile/ussFile.definition.ts,1,gh search code
zxiaofan/JDK,https://api.github.com/repos/zxiaofan/JDK,669.0,JDK1.9/src/java.base/sun/security/util/AuthResources_ko.java,JDK1.9/src/java.base/sun/security/util/AuthResources_ko.java; JDK-16/src/java.base/sun/security/tools/keytool/Main.java; JDK10-Java SE Development Kit 10/src/java.base/sun/security/util/AuthResources_fr.java; JDK1.9/src/java.base/sun/security/util/Resources_ja.java,4,gh search code
